nta_code,nta_name,borough,cluster,cluster_name,urban_pressure_score,pressure_level,airbnb_per_1000_residents,evictions_per_1000_renter_units,complaints_per_1000_residents,violations_per_1000_residents,poverty_rate_pct,rent_burden_rate_pct
QN0501,Maspeth,Queens,2,Lower-pressure residential neighborhoods,20.902822540002578,Low,1.6893097623069786,3.655505190817371,11.206547859811083,17.41654571843251,13.1,57.3
QN0701,College Point,Queens,2,Lower-pressure residential neighborhoods,20.38923173652408,Low,0.6476683937823834,4.575163398692811,15.187823834196891,19.009067357512954,9.1,58.8
SI0107,Mariner's Harbor-Arlington-Graniteville,Staten Island,2,Lower-pressure residential neighborhoods,19.948836733172048,Low,0.39619651347068147,0.0,33.798610264537366,41.08253078142143,15.4,53.5
QN0203,Woodside,Queens,2,Lower-pressure residential neighborhoods,19.132573913071486,Low,4.740425176460762,3.121829392023726,32.22236144175751,42.30881677316961,8.3,48.9
BX1103,Pelham Gardens,Bronx,2,Lower-pressure residential neighborhoods,19.085312527882028,Low,1.5755750849059906,0.0,25.80441861279367,17.716466510276252,12.5,57.4
QN1305,Laurelton,Queens,2,Lower-pressure residential neighborhoods,19.078056129824375,Low,1.0252654705236177,14.332965821389196,12.889051629439766,10.692054192603441,5.1,45.5
BX1004,Co-op City,Bronx,2,Lower-pressure residential neighborhoods,19.02797940709116,Low,0.05462242250443807,8.741454667712654,16.386726751331423,19.60944967909327,11.7,47.2
BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,Brooklyn,2,Lower-pressure residential neighborhoods,18.931528149527264,Low,1.162079510703364,0.0,42.70642201834862,28.34862385321101,13.9,52.2
QN1403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Queens,2,Lower-pressure residential neighborhoods,18.567214431544464,Low,0.43425052307449374,10.730253353204173,38.68777387390944,0.0,9.1,44.4
QN0804,Jamaica Estates-Holliswood,Queens,2,Lower-pressure residential neighborhoods,18.0295982211779,Low,0.8154278957883149,6.047411707789066,24.014351530965875,15.370815835609735,10.3,49.1
BK1802,Marine Park-Mill Basin-Bergen Beach,Brooklyn,2,Lower-pressure residential neighborhoods,17.117581095364145,Low,0.3146703827740442,0.0,15.666089770964915,16.94724775797352,7.1,61.1
BX1002,Throgs Neck-Schuylerville,Bronx,2,Lower-pressure residential neighborhoods,16.5696203261578,Low,0.7392956155662799,0.0,22.281548413594823,25.382482801108946,14.3,50.5
SI0202,New Dorp-Midland Beach,Staten Island,2,Lower-pressure residential neighborhoods,16.53697158748405,Low,0.8531549670682184,4.090740052063964,6.1768419615739,7.678394703613964,8.3,54.4
SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,Staten Island,2,Lower-pressure residential neighborhoods,16.362989068836008,Low,1.49978184991274,0.0,13.579842931937174,10.989310645724258,9.5,57.0
QN0602,Forest Hills,Queens,2,Lower-pressure residential neighborhoods,16.31897903244473,Low,1.8116139734369372,2.912338607902145,28.778470168392793,17.865132979013655,9.4,48.9
SI0301,Oakwood-Richmondtown,Staten Island,2,Lower-pressure residential neighborhoods,16.047493410242396,Low,0.2938583602703497,0.0,13.223626212165737,8.374963267704967,7.7,59.7
QN1302,Bellerose,Queens,2,Lower-pressure residential neighborhoods,16.025640449812197,Low,0.5122013683093697,5.46448087431694,11.158672666739838,7.902535396773132,8.2,50.8
SI0304,Annadale-Huguenot-Prince's Bay-Woodrow,Staten Island,2,Lower-pressure residential neighborhoods,15.76896598315249,Low,0.21246458923512748,0.0,3.3758262511803587,4.225684608120869,4.0,64.7
SI0104,West New Brighton-Silver Lake-Grymes Hill,Staten Island,2,Lower-pressure residential neighborhoods,15.69243667975417,Low,1.6342171254684288,0.0,27.38722493026401,23.86520526330619,10.5,50.6
QN0101,Astoria (North)-Ditmars-Steinway,Queens,2,Lower-pressure residential neighborhoods,15.473247801672393,Low,6.620216178664106,0.0,31.262131954802722,32.876320467501685,9.8,43.6
SI0203,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,Staten Island,2,Lower-pressure residential neighborhoods,15.310493027200145,Low,0.35609365263064185,0.0,7.982432713136889,0.0,12.7,55.2
QN1204,Springfield Gardens (North)-Rochdale Village,Queens,2,Lower-pressure residential neighborhoods,15.009672713300917,Low,2.211853108714095,0.0,23.572900254514604,16.997939643679555,11.2,49.3
QN0503,Glendale,Queens,2,Lower-pressure residential neighborhoods,14.787571366012406,Low,1.1068068622025455,3.1540766440624504,33.06585500830105,27.310459324847812,8.5,44.8
QN0504,Middle Village,Queens,2,Lower-pressure residential neighborhoods,14.617226758800367,Low,0.8368925314556158,4.214770020157595,8.3977836777098,12.553387971834237,7.3,49.9
SI0105,Westerleigh-Castleton Corners,Staten Island,2,Lower-pressure residential neighborhoods,14.580205833376938,Low,0.1899816351086062,0.0,5.066176936229498,4.71787727186372,6.5,59.4
QN0802,Pomonok-Electchester-Hillcrest,Queens,2,Lower-pressure residential neighborhoods,14.273739545079842,Low,0.783304425670005,0.0,11.2460135399765,9.651429530576848,13.8,49.6
QN0702,Whitestone-Beechhurst,Queens,2,Lower-pressure residential neighborhoods,14.162381646715371,Low,0.3486142583231654,0.0,5.194352449015165,4.148509674045668,9.0,56.0
QN0805,Jamaica Hills-Briarwood,Queens,2,Lower-pressure residential neighborhoods,14.106742649748202,Low,1.8003913894324852,0.0,30.684931506849313,26.40574037834312,13.1,43.6
QN1101,Auburndale,Queens,2,Lower-pressure residential neighborhoods,13.087051986238807,Low,0.5475819931984552,1.525940996948118,6.542163813476281,8.790131996080467,9.3,49.9
QN1306,Springfield Gardens (South)-Brookville,Queens,2,Lower-pressure residential neighborhoods,12.800466888040724,Low,2.815522095727751,0.0,23.05463745052434,22.442567429713957,9.9,44.3
SI0204,New Springville-Willowbrook-Bulls Head-Travis,Staten Island,2,Lower-pressure residential neighborhoods,12.776940800890586,Low,0.3297376230627914,0.0,10.104102878138395,8.714494323802345,11.1,49.6
QN1003,Howard Beach-Lindenwood,Queens,2,Lower-pressure residential neighborhoods,12.617396011126427,Low,0.6432936635574139,0.0,9.488581537471857,11.772274043100674,6.1,53.3
QN1104,Oakland Gardens-Hollis Hills,Queens,2,Lower-pressure residential neighborhoods,12.527917535418979,Low,0.11742142549610553,0.0,8.96316881286939,5.049121296332538,6.9,53.9
SI0303,Arden Heights-Rossville,Staten Island,2,Lower-pressure residential neighborhoods,12.422553086777038,Low,0.0952653138992093,0.0,3.2707757772061856,3.2390206725731163,5.3,56.3
QN1103,Douglaston-Little Neck,Queens,2,Lower-pressure residential neighborhoods,12.0195214251819,Low,0.4692265582231954,0.0,6.373660749198405,4.770470008602486,6.6,53.1
SI0305,Tottenville-Charleston,Staten Island,2,Lower-pressure residential neighborhoods,11.521737347140746,Low,0.41555357672899973,0.0,2.6714158504007126,1.840308696942713,4.8,54.7
QN0803,Fresh Meadows-Utopia,Queens,2,Lower-pressure residential neighborhoods,11.34490721889619,Low,1.0569300984866683,5.369782767878935,7.542637521018496,6.101369204900313,7.7,41.2
QN1102,Bayside,Queens,2,Lower-pressure residential neighborhoods,11.197627070695495,Low,0.9048750141386721,0.0,7.719714964370546,6.730007917656374,9.5,47.6
BX0803,Riverdale-Spuyten Duyvil,Bronx,2,Lower-pressure residential neighborhoods,11.044199895970811,Low,0.7624211105934178,0.0,31.471049176161635,18.14985810495997,6.2,45.4
SI0302,Great Kills-Eltingville,Staten Island,2,Lower-pressure residential neighborhoods,9.260608863966704,Low,0.2779128743139026,0.0,2.9875633988744528,3.526019592857639,7.6,46.9
QN0703,Bay Terrace-Clearview,Queens,2,Lower-pressure residential neighborhoods,8.28436733624152,Low,0.2563554795983764,0.0,5.0843836787011325,5.76799829096347,8.8,43.0
QN1301,Glen Oaks-Floral Park-New Hyde Park,Queens,2,Lower-pressure residential neighborhoods,6.507079916202903,Low,0.0,1.823985408116735,5.4247965701286205,2.0561728935164933,10.1,35.7
