nta_code,nta_name,borough,nta_type,nta_code_clean,nta_name_clean,acs_nta_name,acs_borough,population,median_household_income,poverty_rate_pct,unemployment_rate_pct,renter_occupied_units,rent_burden_rate_pct,airbnb_count,avg_airbnb_price,median_airbnb_price,entire_home_share,high_availability_share,avg_minimum_nights,avg_number_of_reviews,eviction_count,complaint_problem_count,unique_complaints,violation_count,class_c_violation_count,airbnb_per_1000_residents,evictions_per_1000_renter_units,complaints_per_1000_residents,violations_per_1000_residents,class_c_violations_per_1000_residents,urban_pressure_score,pressure_level,high_pressure
BX0503,Fordham Heights,Bronx,0,BX0503,FORDHAM HEIGHTS,Fordham Heights,Bronx,32647,39516.0,32.6,13.8,10479,63.7,15.0,53.266666666666666,45.0,0.06666666666666667,0.4666666666666667,4.333333333333333,10.133333333333333,0.0,8079.0,4876.0,7372.0,2203.0,0.459460287315833,0.0,247.46531074830767,225.80941587282138,67.47940086378534,57.514551444149134,High,1
BX0601,West Farms,Bronx,0,BX0601,WEST FARMS,West Farms,Bronx,17898,28672.0,44.9,18.1,6525,61.7,2.0,122.0,122.0,0.5,0.5,1.5,3.5,0.0,3718.0,2198.0,3675.0,1129.0,0.11174432897530451,0.0,207.73270756509106,205.33020449212202,63.0796737065594,57.072845956661965,High,1
BX0602,Tremont,Bronx,0,BX0602,TREMONT,Tremont,Bronx,32551,37559.0,33.8,12.1,10745,60.1,10.0,78.6,43.0,0.4,0.3,2.2,19.7,0.0,7161.0,3349.0,7029.0,2105.0,0.30721022395625325,0.0,219.99324137507296,215.9380664188504,64.66775214279131,53.87286492891836,High,1
BX0603,Belmont,Bronx,0,BX0603,BELMONT,Belmont,Bronx,36644,32710.0,40.0,13.6,12080,66.4,28.0,65.5,49.5,0.07142857142857142,0.4642857142857143,3.2142857142857144,10.535714285714286,163.0,7037.0,3640.0,7716.0,2263.0,0.7641087217552669,13.493377483443707,192.03689553542188,210.56653203798712,61.7563584761489,66.78004486275375,High,1
BX0701,University Heights (North)-Fordham,Bronx,0,BX0701,UNIVERSITY HEIGHTS (NORTH)-FORDHAM,University Heights (North)-Fordham,Bronx,44356,43366.0,26.7,16.1,14793,66.0,30.0,71.83333333333333,67.0,0.26666666666666666,0.36666666666666664,5.033333333333333,12.6,0.0,9176.0,5437.0,9579.0,3026.0,0.6763459283975111,0.0,206.8716746325187,215.95725493732527,68.22075931102894,52.80811082772691,High,1
BX0702,Bedford Park,Bronx,0,BX0702,BEDFORD PARK,Bedford Park,Bronx,52222,46618.0,25.7,13.5,19150,62.8,38.0,78.5,62.5,0.18421052631578946,0.34210526315789475,2.8684210526315788,27.263157894736842,0.0,11090.0,7314.0,8334.0,2550.0,0.7276626709049826,0.0,212.36260579832256,159.58791314005592,48.82999502125541,47.92601619394666,High,1
BX0703,Norwood,Bronx,0,BX0703,NORWOOD,Norwood,Bronx,39547,48692.0,27.8,9.1,14187,58.1,23.0,75.17391304347827,58.0,0.21739130434782608,0.4782608695652174,3.652173913043478,14.956521739130435,166.0,8648.0,5174.0,7690.0,2216.0,0.5815864667357827,11.700852893494044,218.6765114926543,194.452170834703,56.03459175158672,57.369587813979585,High,1
BX0801,Kingsbridge Heights-Van Cortlandt Village,Bronx,0,BX0801,KINGSBRIDGE HEIGHTS-VAN CORTLANDT VILLAGE,Kingsbridge Heights-Van Cortlandt Village,Bronx,34393,57110.0,23.1,10.4,10977,55.3,33.0,84.66666666666667,75.0,0.30303030303030304,0.36363636363636365,4.636363636363637,23.393939393939394,0.0,5891.0,3895.0,4601.0,1387.0,0.9594975721803856,0.0,171.28485447620156,133.7772221091501,40.327973715581656,39.22154543296416,High,1
BX0802,Kingsbridge-Marble Hill,Bronx,0,BX0802,KINGSBRIDGE-MARBLE HILL,Kingsbridge-Marble Hill,Bronx,24166,52386.0,30.4,8.1,7984,60.0,31.0,84.19354838709677,80.0,0.3870967741935484,0.3225806451612903,3.4516129032258065,13.451612903225806,0.0,3263.0,1997.0,2924.0,764.0,1.2827940081105684,0.0,135.02441446660598,120.99644128113879,31.614665232144333,41.34938425683828,High,1
BX0803,Riverdale-Spuyten Duyvil,Bronx,0,BX0803,RIVERDALE-SPUYTEN DUYVIL,Riverdale-Spuyten Duyvil,Bronx,47218,109535.0,6.2,5.5,8144,45.4,36.0,153.33333333333334,87.5,0.4444444444444444,0.5,19.555555555555557,19.333333333333332,0.0,1486.0,1098.0,857.0,220.0,0.7624211105934178,0.0,31.471049176161635,18.14985810495997,4.659240120293108,11.044199895970811,Low,0
BX0901,Soundview-Bruckner-Bronx River,Bronx,0,BX0901,SOUNDVIEW-BRUCKNER-BRONX RIVER,Soundview-Bruckner-Bronx River,Bronx,67539,43452.0,30.3,9.4,21146,61.3,26.0,52.57692307692308,45.0,0.19230769230769232,0.2692307692307692,2.4615384615384617,29.03846153846154,0.0,9761.0,5701.0,10923.0,3236.0,0.3849627622558818,0.0,144.5239047069101,161.72877892773064,47.91305764077052,44.56968270368635,High,1
BX0902,Soundview-Clason Point,Bronx,0,BX0902,SOUNDVIEW-CLASON POINT,Soundview-Clason Point,Bronx,36633,51609.0,24.8,13.1,9504,55.3,24.0,107.16666666666667,77.5,0.375,0.5,2.0833333333333335,15.375,0.0,1628.0,1038.0,1275.0,317.0,0.6551469986078127,0.0,44.440804738896624,34.80468430104004,8.653399939944858,25.20267695190071,Medium,0
BX0903,Castle Hill-Unionport,Bronx,0,BX0903,CASTLE HILL-UNIONPORT,Castle Hill-Unionport,Bronx,36636,51834.0,22.9,8.8,8638,61.2,17.0,94.94117647058823,85.0,0.5294117647058824,0.35294117647058826,2.2941176470588234,16.647058823529413,0.0,3006.0,1658.0,2849.0,670.0,0.46402445681842996,0.0,82.05044218801179,77.76503985151217,18.28802270990283,32.107864491605646,Medium,0
BX0904,Parkchester,Bronx,0,BX0904,PARKCHESTER,Parkchester,Bronx,29846,61442.0,22.4,10.8,9649,55.2,24.0,79.08333333333333,67.0,0.3333333333333333,0.375,5.75,20.0,105.0,2187.0,1438.0,1461.0,300.0,0.8041278563291563,10.881956679448649,73.27615090799438,48.95128325403739,10.051598204114455,34.645450240410874,High,0
BX1001,Westchester Square,Bronx,0,BX1001,WESTCHESTER SQUARE,Westchester Square,Bronx,15387,55166.0,23.4,6.7,4115,67.3,9.0,128.55555555555554,70.0,0.4444444444444444,0.2222222222222222,1.8888888888888888,16.0,0.0,1666.0,812.0,2205.0,593.0,0.5849093390524469,0.0,108.27321765126405,143.3027880678495,38.53902645090011,40.86787622861592,High,1
BX1002,Throgs Neck-Schuylerville,Bronx,0,BX1002,THROGS NECK-SCHUYLERVILLE,Throgs Neck-Schuylerville,Bronx,48695,84453.0,14.3,7.5,8618,50.5,36.0,82.91666666666667,70.0,0.3611111111111111,0.4166666666666667,2.0,32.47222222222222,0.0,1085.0,706.0,1236.0,241.0,0.7392956155662799,0.0,22.281548413594823,25.382482801108946,4.949173426429818,16.5696203261578,Low,0
BX1003,Pelham Bay-Country Club-City Island,Bronx,0,BX1003,PELHAM BAY-COUNTRY CLUB-CITY ISLAND,Pelham Bay-Country Club-City Island,Bronx,27665,75987.0,12.3,8.2,6278,61.0,33.0,135.57575757575756,95.0,0.6363636363636364,0.30303030303030304,2.303030303030303,35.90909090909091,60.0,1774.0,1008.0,1163.0,188.0,1.1928429423459246,9.557183816502071,64.12434484005061,42.03867702873667,6.795590095788903,31.19577692649273,Medium,0
BX1004,Co-op City,Bronx,0,BX1004,CO-OP CITY,Co-op City,Bronx,36615,64204.0,11.7,6.5,8923,47.2,2.0,77.5,77.5,0.0,1.0,2.5,17.0,78.0,600.0,347.0,718.0,67.0,0.05462242250443807,8.741454667712654,16.386726751331423,19.60944967909327,1.8298511538986755,19.02797940709116,Low,0
BX1101,Pelham Parkway-Van Nest,Bronx,0,BX1101,PELHAM PARKWAY-VAN NEST,Pelham Parkway-Van Nest,Bronx,28565,68188.0,18.3,10.2,8416,56.5,31.0,78.12903225806451,50.0,0.41935483870967744,0.45161290322580644,4.516129032258065,21.70967741935484,0.0,4607.0,3229.0,3139.0,719.0,1.0852441799404866,0.0,161.28128828986522,109.88972518816733,25.170663399264836,35.66321407315618,High,0
BX1102,Morris Park,Bronx,0,BX1102,MORRIS PARK,Morris Park,Bronx,22818,78057.0,12.8,7.3,5534,58.6,17.0,82.6470588235294,65.0,0.23529411764705882,0.23529411764705882,2.764705882352941,16.58823529411765,0.0,1656.0,1266.0,979.0,193.0,0.7450258567797353,0.0,72.57428346042597,42.90472434043299,8.458234726969936,24.044107710844624,Medium,0
BX1103,Pelham Gardens,Bronx,0,BX1103,PELHAM GARDENS,Pelham Gardens,Bronx,28561,89199.0,12.5,7.1,4092,57.4,45.0,87.91111111111111,70.0,0.5333333333333333,0.3333333333333333,2.511111111111111,39.2,0.0,737.0,539.0,506.0,90.0,1.5755750849059906,0.0,25.80441861279367,17.716466510276252,3.1511501698119813,19.085312527882028,Low,0
BX1104,Allerton,Bronx,0,BX1104,ALLERTON,Allerton,Bronx,33558,45598.0,24.7,10.7,11890,59.3,24.0,85.16666666666667,66.5,0.4166666666666667,0.4583333333333333,2.0416666666666665,52.208333333333336,0.0,4180.0,2496.0,4471.0,1243.0,0.7151796888968354,0.0,124.56046248286547,133.23201621073963,37.04034805411526,38.380186041664665,High,1
BX1201,Williamsbridge-Olinville,Bronx,0,BX1201,WILLIAMSBRIDGE-OLINVILLE,Williamsbridge-Olinville,Bronx,57777,54678.0,24.5,9.6,14826,62.0,51.0,87.70588235294117,63.0,0.35294117647058826,0.6078431372549019,5.647058823529412,25.705882352941178,327.0,11341.0,5572.0,10484.0,3034.0,0.8827041902487149,22.055847834884663,196.2891808158956,181.45628883465739,52.51224535714904,62.81791748673792,High,1
BX1202,Eastchester-Edenwald-Baychester,Bronx,0,BX1202,EASTCHESTER-EDENWALD-BAYCHESTER,Eastchester-Edenwald-Baychester,Bronx,53147,69232.0,18.2,9.8,10069,54.4,45.0,101.11111111111111,75.0,0.4444444444444444,0.5777777777777777,3.7111111111111112,19.42222222222222,127.0,2592.0,1355.0,2453.0,575.0,0.8467081867273787,12.612970503525673,48.77039155549702,46.155004045383556,10.819049052627618,31.91161552077542,Medium,0
BX1203,Wakefield-Woodlawn,Bronx,0,BX1203,WAKEFIELD-WOODLAWN,Wakefield-Woodlawn,Bronx,49697,77649.0,17.0,9.1,9909,54.7,39.0,82.28205128205128,60.0,0.41025641025641024,0.46153846153846156,3.358974358974359,34.05128205128205,0.0,5391.0,3155.0,4616.0,1298.0,0.7847556190514517,0.0,108.47737287965069,92.88287019337184,26.11827675714832,29.551650802111862,Medium,0
MN0101,Financial District-Battery Park City,Manhattan,0,MN0101,FINANCIAL DISTRICT-BATTERY PARK CITY,Financial District-Battery Park City,Manhattan,48608,198961.0,6.1,3.5,17757,39.5,801.0,222.43820224719101,200.0,0.7640449438202247,0.5580524344569289,13.96629213483146,9.675405742821473,0.0,357.0,258.0,221.0,29.0,16.47876892692561,0.0,7.344470046082949,4.546576695194207,0.5966096115865701,13.497959800163436,Low,0
MN0102,Tribeca-Civic Center,Manhattan,0,MN0102,TRIBECA-CIVIC CENTER,Tribeca-Civic Center,Manhattan,23257,200000.0,6.1,2.7,5622,40.1,226.0,324.78761061946904,269.0,0.7876106194690266,0.3185840707964602,10.517699115044248,10.376106194690266,0.0,267.0,203.0,339.0,101.0,9.717504407275229,0.0,11.480414498860558,14.576256610912845,4.342778518295567,11.383985091042987,Low,0
MN0201,SoHo-Little Italy-Hudson Square,Manhattan,0,MN0201,SOHO-LITTLE ITALY-HUDSON SQUARE,SoHo-Little Italy-Hudson Square,Manhattan,22167,132900.0,9.9,3.7,9637,42.9,775.0,225.09677419354838,179.0,0.6477419354838709,0.2296774193548387,6.96516129032258,21.188387096774193,0.0,1663.0,1145.0,2065.0,434.0,34.9618802724771,0.0,75.02142824919926,93.15649388730996,19.578652952587177,35.28292136273133,High,0
MN0202,Greenwich Village,Manhattan,0,MN0202,GREENWICH VILLAGE,Greenwich Village,Manhattan,31517,174062.0,7.4,5.8,9476,41.4,481.0,238.12889812889813,200.0,0.7713097713097713,0.22661122661122662,14.226611226611226,15.792099792099792,0.0,919.0,719.0,795.0,195.0,15.261604848177175,0.0,29.158866643398802,25.2244820255735,6.187137100612368,17.043984616003343,Low,0
MN0203,West Village,Manhattan,0,MN0203,WEST VILLAGE,West Village,Manhattan,32518,168629.0,6.2,7.4,13323,38.9,768.0,247.3046875,200.0,0.8502604166666666,0.22135416666666666,7.774739583333333,19.352864583333332,35.0,1570.0,1055.0,1470.0,297.0,23.61768866473953,2.6270359528634692,48.2809520880743,45.205732209853004,9.13340303831724,23.80280058484769,Medium,0
MN0301,Chinatown-Two Bridges,Manhattan,0,MN0301,CHINATOWN-TWO BRIDGES,Chinatown-Two Bridges,Manhattan,38769,34385.0,30.2,10.8,16170,54.8,527.0,141.4079696394687,119.0,0.4781783681214421,0.2732447817836812,6.998102466793169,26.717267552182165,0.0,1371.0,974.0,1941.0,560.0,13.593334880961592,0.0,35.3633057339627,50.06577420103691,14.444530423792205,33.83576720023561,High,0
MN0302,Lower East Side,Manhattan,0,MN0302,LOWER EAST SIDE,Lower East Side,Manhattan,46107,58841.0,22.6,6.5,16269,48.8,785.0,172.343949044586,145.0,0.5987261146496815,0.2445859872611465,5.33375796178344,27.271337579617835,84.0,2747.0,1904.0,2283.0,560.0,17.025614331880192,5.163193804167435,59.57880582124189,49.51525798685666,12.145661179430455,34.80625598015343,High,0
MN0303,East Village,Manhattan,0,MN0303,EAST VILLAGE,East Village,Manhattan,68412,76136.0,22.3,5.6,29157,46.6,1839.0,176.36215334420882,150.0,0.6302338227297444,0.18923327895595432,6.432300163132137,24.258292550299075,27.0,4957.0,3326.0,5208.0,1129.0,26.881248903701103,0.9260211955962547,72.45804829562066,76.12699526398877,16.502952698357014,37.97842275462022,High,1
MN0401,Chelsea-Hudson Yards,Manhattan,0,MN0401,CHELSEA-HUDSON YARDS,Chelsea-Hudson Yards,Manhattan,61878,126272.0,12.3,5.6,26683,45.3,1197.0,225.48621553884712,195.0,0.7126148705096074,0.3433583959899749,9.657477025898078,19.405179615705933,0.0,2670.0,1798.0,2566.0,550.0,19.344516629496752,0.0,43.14942305827596,41.468696467242,8.888457933352726,24.778611491937177,Medium,0
MN0402,Hell's Kitchen,Manhattan,0,MN0402,HELL'S KITCHEN,Hell's Kitchen,Manhattan,55221,105839.0,12.3,5.4,28187,43.8,1693.0,195.70702894270525,163.0,0.6261075014766686,0.364441819255759,8.216184288245717,27.632014176018902,0.0,3964.0,2302.0,3520.0,883.0,30.658626247261004,0.0,71.78428496405354,63.743865558392635,15.99029354774452,32.869534945589294,Medium,0
MN0501,Midtown South-Flatiron-Union Square,Manhattan,0,MN0501,MIDTOWN SOUTH-FLATIRON-UNION SQUARE,Midtown South-Flatiron-Union Square,Manhattan,29670,182280.0,12.8,6.0,11088,40.8,513.0,238.99220272904483,192.0,0.6374269005847953,0.4191033138401559,8.859649122807017,18.093567251461987,0.0,913.0,621.0,637.0,103.0,17.290192113245705,0.0,30.771823390630267,21.469497809234916,3.4715200539265254,19.92399358085509,Low,0
MN0502,Midtown-Times Square,Manhattan,0,MN0502,MIDTOWN-TIMES SQUARE,Midtown-Times Square,Manhattan,21949,148446.0,12.8,5.2,9317,39.0,779.0,271.78433889602053,227.0,0.6392811296534018,0.5109114249037228,12.061617458279846,10.913992297817716,0.0,1223.0,702.0,834.0,144.0,35.491366349264204,0.0,55.720078363478976,37.997175269943966,6.560663355961547,30.10720755540796,Medium,0
MN0601,Stuyvesant Town-Peter Cooper Village,Manhattan,0,MN0601,STUYVESANT TOWN-PETER COOPER VILLAGE,Stuyvesant Town-Peter Cooper Village,Manhattan,21963,160855.0,7.5,4.2,10690,30.5,37.0,150.16216216216216,115.0,0.32432432432432434,0.1891891891891892,10.0,8.162162162162161,0.0,338.0,320.0,32.0,14.0,1.6846514592724127,0.0,15.389518736056095,1.4569958566680326,0.6374356872922642,3.246728553579182,Low,0
MN0602,Gramercy,Manhattan,0,MN0602,GRAMERCY,Gramercy,Manhattan,26523,153720.0,11.7,3.1,8396,45.8,443.0,206.05417607223475,175.0,0.7358916478555305,0.26636568848758463,9.884875846501128,21.054176072234764,19.0,1240.0,955.0,724.0,185.0,16.702484635976322,2.262982372558361,46.75187573049806,27.297062926516606,6.975078233985597,24.440244865881134,Medium,0
MN0603,Murray Hill-Kips Bay,Manhattan,0,MN0603,MURRAY HILL-KIPS BAY,Murray Hill-Kips Bay,Manhattan,54905,141463.0,8.2,3.2,21794,46.4,924.0,208.62012987012986,175.0,0.7738095238095238,0.4231601731601732,13.374458874458874,10.941558441558442,32.0,1518.0,1081.0,1185.0,219.0,16.829068390856936,1.4682940258786823,27.64775521355068,21.58273381294964,3.9887077679628447,21.092295573016298,Low,0
MN0604,East Midtown-Turtle Bay,Manhattan,0,MN0604,EAST MIDTOWN-TURTLE BAY,East Midtown-Turtle Bay,Manhattan,41969,170196.0,7.4,5.9,12932,48.3,716.0,268.70251396648047,200.0,0.7416201117318436,0.43854748603351956,12.312849162011172,13.674581005586592,0.0,1188.0,916.0,1010.0,231.0,17.06021110819891,0.0,28.306607257737852,24.06538159117444,5.504062522337916,20.885716633798257,Low,0
MN0701,Upper West Side-Lincoln Square,Manhattan,0,MN0701,UPPER WEST SIDE-LINCOLN SQUARE,Upper West Side-Lincoln Square,Manhattan,68212,164712.0,10.8,6.1,22216,42.9,475.0,226.21684210526317,190.0,0.76,0.2863157894736842,10.574736842105263,20.812631578947368,0.0,1339.0,936.0,1151.0,233.0,6.963584120096171,0.0,19.62997713012373,16.87386383627514,3.415821263120858,13.990299847226465,Low,0
MN0702,Upper West Side (Central),Manhattan,0,MN0702,UPPER WEST SIDE (CENTRAL),Upper West Side (Central),Manhattan,99128,159333.0,8.3,3.9,29882,42.5,823.0,192.1883353584447,151.0,0.7436208991494532,0.27460510328068044,9.612393681652492,17.136087484811664,0.0,4850.0,3360.0,4641.0,1078.0,8.302396900976516,0.0,48.92664030344605,46.81825518521507,10.874828504559762,17.199691192441556,Low,0
MN0703,Upper West Side-Manhattan Valley,Manhattan,0,MN0703,UPPER WEST SIDE-MANHATTAN VALLEY,Upper West Side-Manhattan Valley,Manhattan,51421,100165.0,16.6,7.5,16529,47.0,676.0,143.9541420118343,100.0,0.41863905325443784,0.2529585798816568,8.6301775147929,18.0,0.0,4797.0,2721.0,5220.0,1242.0,13.146379883705102,0.0,93.2887341747535,101.51494525582933,24.153555940180084,31.400068371796547,Medium,0
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,0,MN0801,UPPER EAST SIDE-LENOX HILL-ROOSEVELT ISLAND,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,79296,137355.0,8.8,4.1,29413,42.7,802.0,164.2069825436409,140.0,0.6895261845386533,0.32418952618453867,8.786783042394015,16.961346633416458,0.0,2521.0,1735.0,2195.0,575.0,10.114003228410008,0.0,31.79227199354318,27.681093623890234,7.251311541565779,16.05708999431416,Low,0
MN0802,Upper East Side-Carnegie Hill,Manhattan,0,MN0802,UPPER EAST SIDE-CARNEGIE HILL,Upper East Side-Carnegie Hill,Manhattan,54062,200000.0,5.1,4.6,10896,40.0,315.0,208.65396825396826,165.0,0.7587301587301587,0.29523809523809524,9.320634920634921,18.428571428571427,22.0,1292.0,931.0,1458.0,327.0,5.826643483407939,2.0190895741556534,23.898486922422403,26.96903555177389,6.048610854204433,12.039391907255578,Low,0
MN0803,Upper East Side-Yorkville,Manhattan,0,MN0803,UPPER EAST SIDE-YORKVILLE,Upper East Side-Yorkville,Manhattan,78950,147475.0,7.3,4.8,29218,39.3,757.0,167.60634081902245,140.0,0.7080581241743725,0.2892998678996037,9.344782034346103,17.813738441215325,0.0,2547.0,1779.0,2379.0,516.0,9.588347055098163,0.0,32.26092463584547,30.13299556681444,6.535782140595313,13.820801602091906,Low,0
MN0901,Morningside Heights,Manhattan,0,MN0901,MORNINGSIDE HEIGHTS,Morningside Heights,Manhattan,37984,87452.0,24.2,9.4,9641,49.4,361.0,113.35180055401662,98.0,0.43213296398891965,0.10803324099722991,5.573407202216067,15.013850415512465,31.0,1605.0,1156.0,1859.0,433.0,9.504001684919967,3.215434083601286,42.25463352990732,48.941659646166805,11.399536647009267,29.541420639028875,Medium,0
MN0902,Manhattanville-West Harlem,Manhattan,0,MN0902,MANHATTANVILLE-WEST HARLEM,Manhattanville-West Harlem,Manhattan,22260,46819.0,29.1,13.0,7818,54.0,334.0,96.02694610778443,70.0,0.25449101796407186,0.24550898203592814,6.224550898203593,25.44311377245509,0.0,4440.0,2584.0,6022.0,1665.0,15.00449236298293,0.0,199.46091644204853,270.53009883198564,74.7978436657682,58.17449990992457,High,1
MN0903,Hamilton Heights-Sugar Hill,Manhattan,0,MN0903,HAMILTON HEIGHTS-SUGAR HILL,Hamilton Heights-Sugar Hill,Manhattan,52530,68527.0,23.6,9.9,16711,51.5,753.0,100.68791500664011,75.0,0.3253652058432935,0.2775564409030544,7.324037184594953,28.278884462151396,0.0,10684.0,6470.0,11713.0,3069.0,14.33466590519703,0.0,203.3885398819722,222.97734627831713,58.423757852655626,51.78131370444237,High,1
MN1001,Harlem (South),Manhattan,0,MN1001,HARLEM (SOUTH),Harlem (South),Manhattan,48803,74007.0,18.0,8.1,16422,45.0,716.0,137.02793296089385,105.0,0.45391061452513964,0.3100558659217877,6.215083798882682,29.337988826815643,0.0,7187.0,4062.0,7566.0,1958.0,14.671229227711411,0.0,147.26553695469542,155.03145298444767,40.12048439645103,38.73272975219056,High,1
MN1002,Harlem (North),Manhattan,0,MN1002,HARLEM (NORTH),Harlem (North),Manhattan,86090,51386.0,27.3,12.4,32370,53.5,826.0,115.33292978208233,92.5,0.4430992736077482,0.30145278450363194,5.916464891041162,28.75181598062954,0.0,13221.0,8193.0,11404.0,3048.0,9.59461029155535,0.0,153.5718434196771,132.466023928447,35.404808920896734,43.09069773594449,High,1
MN1101,East Harlem (South),Manhattan,0,MN1101,EAST HARLEM (SOUTH),East Harlem (South),Manhattan,58607,42076.0,29.2,9.8,23952,52.6,489.0,121.68916155419222,100.0,0.41922290388548056,0.22699386503067484,6.576687116564417,35.74437627811861,0.0,4684.0,2933.0,4840.0,1216.0,8.343713208319826,0.0,79.9221935946218,82.58399167334959,20.748374767519238,34.87326622736045,High,0
MN1102,East Harlem (North),Manhattan,0,MN1102,EAST HARLEM (NORTH),East Harlem (North),Manhattan,63526,39957.0,33.9,10.6,25378,58.1,646.0,125.43653250773994,98.0,0.4520123839009288,0.2739938080495356,5.414860681114551,30.287925696594428,0.0,6571.0,3834.0,8583.0,2409.0,10.169064634952619,0.0,103.43796240909234,135.1100336869943,37.92148096842238,44.99452617152893,High,1
MN1201,Washington Heights (South),Manhattan,0,MN1201,WASHINGTON HEIGHTS (SOUTH),Washington Heights (South),Manhattan,74814,56929.0,22.2,14.2,25786,58.6,558.0,86.4820788530466,68.0,0.2956989247311828,0.27598566308243727,7.050179211469534,21.059139784946236,0.0,14522.0,8386.0,18117.0,5040.0,7.458497072740396,0.0,194.1080546421793,242.16055818429706,67.36707033442939,51.58514288887785,High,1
MN1202,Washington Heights (North),Manhattan,0,MN1202,WASHINGTON HEIGHTS (NORTH),Washington Heights (North),Manhattan,75554,78465.0,13.5,12.0,23902,49.9,413.0,93.62469733656174,80.0,0.387409200968523,0.23728813559322035,4.709443099273607,15.368038740920097,0.0,11617.0,7323.0,11306.0,3060.0,5.466289011832597,0.0,153.75757736188686,149.64131614474417,40.50083384069672,34.687059486492814,High,0
MN1203,Inwood,Manhattan,0,MN1203,INWOOD,Inwood,Manhattan,38209,68523.0,14.9,8.3,13698,48.1,143.0,86.6923076923077,75.0,0.38461538461538464,0.24475524475524477,6.244755244755245,21.44055944055944,0.0,7880.0,4742.0,9326.0,2564.0,3.7425737391713993,0.0,206.23413331937502,244.07862022036693,67.10460886178649,42.91725032552798,High,1
QN0101,Astoria (North)-Ditmars-Steinway,Queens,0,QN0101,ASTORIA (NORTH)-DITMARS-STEINWAY,Astoria (North)-Ditmars-Steinway,Queens,48941,99639.0,9.8,7.4,14738,43.6,324.0,94.68827160493827,76.5,0.38271604938271603,0.30246913580246915,4.089506172839506,24.71604938271605,0.0,1530.0,1038.0,1609.0,240.0,6.620216178664106,0.0,31.262131954802722,32.876320467501685,4.903863836047486,15.473247801672393,Low,0
QN0102,Old Astoria-Hallets Point,Queens,0,QN0102,OLD ASTORIA-HALLETS POINT,Old Astoria-Hallets Point,Queens,13542,92319.0,19.1,7.6,4824,49.6,98.0,112.36734693877551,93.0,0.40816326530612246,0.22448979591836735,4.3979591836734695,21.622448979591837,0.0,783.0,467.0,899.0,206.0,7.236744941662975,0.0,57.820115197164384,66.38605818933688,15.21193324472013,26.23475510274979,Medium,0
QN0103,Astoria (Central),Queens,0,QN0103,ASTORIA (CENTRAL),Astoria (Central),Queens,47901,106539.0,9.7,6.5,20413,38.5,530.0,107.91509433962264,91.0,0.47547169811320755,0.27735849056603773,5.843396226415094,18.22830188679245,0.0,2183.0,1492.0,1965.0,328.0,11.064487171457799,0.0,45.573161311872404,41.02210809795202,6.847456211770109,16.753700841559045,Low,0
QN0104,Astoria (East)-Woodside (North),Queens,0,QN0104,ASTORIA (EAST)-WOODSIDE (NORTH),Astoria (East)-Woodside (North),Queens,37591,79177.0,10.8,8.1,13076,48.9,365.0,99.18630136986302,80.0,0.3561643835616438,0.34794520547945207,6.632876712328767,26.328767123287673,0.0,1435.0,884.0,1683.0,313.0,9.709770955813891,0.0,38.174031018062834,44.77135484557474,8.32646112101301,20.961708089176543,Low,0
QN0105,Queensbridge-Ravenswood-Dutch Kills,Queens,0,QN0105,QUEENSBRIDGE-RAVENSWOOD-DUTCH KILLS,Queensbridge-Ravenswood-Dutch Kills,Queens,27497,63572.0,20.7,8.5,10902,47.7,216.0,115.55555555555556,89.0,0.37037037037037035,0.37037037037037035,5.398148148148148,22.74074074074074,0.0,650.0,402.0,963.0,255.0,7.855402407535368,0.0,23.63894243008328,35.02200240026185,9.273738953340365,22.141510709600123,Medium,0
QN0201,Long Island City-Hunters Point,Queens,0,QN0201,LONG ISLAND CITY-HUNTERS POINT,Long Island City-Hunters Point,Queens,28430,162099.0,7.3,4.7,10967,33.7,211.0,141.9004739336493,120.0,0.5308056872037915,0.2132701421800948,8.289099526066352,23.85308056872038,0.0,488.0,353.0,449.0,69.0,7.421737601125572,0.0,17.16496658459374,15.793176222300385,2.427013717903623,8.36511046537116,Low,0
QN0202,Sunnyside,Queens,0,QN0202,SUNNYSIDE,Sunnyside,Queens,47507,80933.0,11.9,6.4,16484,50.0,372.0,84.71236559139786,75.0,0.3736559139784946,0.34139784946236557,6.879032258064516,23.182795698924732,0.0,2587.0,1907.0,1900.0,447.0,7.8304249900014735,0.0,54.45513292777907,39.99410613172795,9.409139705727577,21.825065626253693,Medium,0
QN0203,Woodside,Queens,0,QN0203,WOODSIDE,Woodside,Queens,47886,76333.0,8.3,4.6,12813,48.9,227.0,79.70044052863436,60.0,0.2555066079295154,0.4185022026431718,10.123348017621145,21.004405286343612,40.0,1543.0,904.0,2026.0,472.0,4.740425176460762,3.121829392023726,32.22236144175751,42.30881677316961,9.856743098191538,19.132573913071486,Low,0
QN0301,Jackson Heights,Queens,0,QN0301,JACKSON HEIGHTS,Jackson Heights,Queens,94474,76981.0,14.0,8.9,21303,54.7,225.0,83.56444444444445,67.0,0.30666666666666664,0.41333333333333333,4.528888888888889,30.004444444444445,92.0,3449.0,2196.0,3416.0,741.0,2.381607638080318,4.318640567056283,36.5073988610623,36.15809640747719,7.843427821411182,23.765244852296867,Medium,0
